species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,iucn_category,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,ocean,basin,food_i,food_mode,temp_min,temp_max,climate,body_shape_i,temp_cons,sp_richness,circadian,dev_place,longevity_wild,temp_preferred,fecundity_mean,oxygen_cons,temp_range
Saurida tumbil,Synodontidae,11872500,habitat_benthic,reef-associated,60,NA,158872.8115,0.476043014,4.4,Actinopteri,LC,0.027348309,0.027348309,28773,0.0013065,4.17,NA,0.107299302,47.2425911,NA,0.107299302,47.2425911,-1,2,2,2: low/mid,2,6479,Saurida,Aulopiformes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, tropical, Tropical",elongated,NA,76,NA,planktonic,7,27,91389,NA,9.9000015258789
Saurida undosquamis,Synodontidae,6290000,habitat_benthic,reef-associated,50,NA,839.292165,0.593538247,4.46,Actinopteri,LC,0.021204,0.021204,10.48565514,0.0013065,0.25,NA,0.051200258,43.15028629,NA,0.051200258,43.15028629,-2,2,2,2: low/mid,2,1055,Saurida,Aulopiformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",elongated,NA,76,NA,planktonic,7,27,84802,NA,9.9000015258789
Scarus ghobban,Scaridae,12940000,habitat_reef,reef-associated,75,NA,350.9246299,0.572840955,2,Actinopteri,LC,0.32,0.32,91382,0.027348309,23.22898081,NA,1.630330627,35.02199364,29.7,1.630330627,29.7,0,1,4,1: mid/low,1,5548,Scarus,Eupercaria/misc,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,plants,specialist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,100,NA,2002-03-26T00:00:00Z,13,27,2885045.223853211,NA,4
Scarus persicus,Scaridae,662500,habitat_reef,benthopelagic,50,NA,725.8477905,0.619733236,2.003846154,Actinopteri,LC,0.060991803,0.060991803,69.37218463,0.020686774,0.364,NA,0.067039265,35.46347734,NA,0.067039265,35.46347734,-2,2,2,2: low/mid,2,14383,Scarus,Eupercaria/misc,Indian Ocean,West,,specialist,NA,NA,"subtropical, tropical, Tropical",fusiform / normal,NA,100,NA,2002-03-26T00:00:00Z,14.5,26,2885045.223853211,NA,4
Sciaenops ocellatus,Sciaenidae,987500,habitat_benthic,demersal,155,NA,55.28250163,0.347234648,3.771876532,Actinopteri,LC,0.027348309,0.027348309,69.37218463,0.0034,0.246935384,NA,0.130307414,40.69696041,22,0.130307414,22,-1,1,4,1: mid/low,1,1191,Sciaenops,Eupercaria/misc,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical",fusiform / normal,NA,286,NA,2002-03-26T00:00:00Z,50,25,2885045.223853211,525.6001112222223,7.125
Scolopsis taeniata,Nemipteridae,1430000,habitat_reef,reef-associated,36,NA,1097.347636,1.10849102,3.48,Actinopteri,NA,0.218337659,0.218337659,69.37218463,0.023031267,0.419377278,NA,0.056105655,35.6079622,NA,0.056105655,35.6079622,-2,2,2,2: low/mid,2,5889,Scolopsis,Eupercaria/misc,Indian Ocean,Both,,specialist,NA,NA,"subtropical, tropical, Tropical",fusiform / normal,NA,70,NA,planktonic,5.5,27,2885045.223853211,417.300005,NA
Scomber australasicus,Scombridae,6165000,hms,pelagic neritic,44,NA,565948.6281,0.571448731,4.23,Actinopteri,LC,0.060991803,0.060991803,42.10249306,0.014020895,0.419377278,NA,0.065161359,33.18550415,NA,0.065161359,33.18550415,-2,2,2,2: low/mid,2,116,Scomber,Scombriformes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,54,NA,planktonic,17.5,24,2885045.223853211,524.3454545454546,13.476923062251169
Scomber japonicus,Scombridae,6372500,hms,pelagic neritic,64,NA,5259513.122,0.39773042,3.38,Actinopteri,LC,0.3026,0.3026,39.83,0.046225266,3.75,NA,0.074173441,28.76951553,19.06,0.074173441,19.06,-2,1,4,1: mid/low,1,117,Scomber,Scombriformes,"Indian Ocean, Pacific",Both,"detritus, nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,54,nocturnal,planktonic,18,17,2885045.223853211,524.3454545454546,13.476923062251169
Scomber scombrus,Scombridae,2945000,hms,pelagic neritic,60,NA,3765502.187,0.271095154,3.63,Actinopteri,LC,0.218337659,0.218337659,39.83,0.029410133,4.17,NA,0.065523111,42.83560586,45.14666667,0.065523111,45.14666667,-2,2,2,2: low/mid,2,118,Scomber,Scombriformes,"Atlantic, Mediterranean and Black Sea",Both,"nekton, others, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate, Temperate",fusiform / normal,NA,54,diurnal,planktonic,17,10,2885045.223853211,524.3454545454546,13.476923062251169
Scomberesox saurus,Scomberesocidae,23045000,pelagic oceanic,pelagic oceanic,50,NA,15045.82704,0.634268623,3.91,Actinopteri,NA,0.77,0.77,91382,0.027348309,23.22898081,NA,3.18030781,27.85268875,NA,3.18030781,27.85268875,0,1,4,1: mid/low,1,1084,Scomberesox,Beloniformes,"Arctic Ocean, Atlantic, Mediterranean and Black Sea, Pacific",Both,"nekton, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate, Temperate, tropical",elongated,NA,5,NA,planktonic,4,21,2885045.223853211,NA,NA
Scomberoides commersonnianus,Carangidae,10520000,habitat_reef,reef-associated,120,NA,22678.46262,0.911024365,4.350903229,Actinopteri,LC,0.021204,0.021204,220.625,0.0013065,0.3026,NA,0.106569105,34.95393043,NA,0.106569105,34.95393043,-1,2,2,2: low/mid,2,1950,Scomberoides,Carangiformes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,147,NA,planktonic,20.363636363636363,27,1327827,6715.0254549090905,3
Scomberoides lysan,Carangidae,11030000,habitat_reef,reef-associated,110,NA,9.175311382,0.860570249,4.052050704,Actinopteri,LC,0.022602017,0.022602017,69.37218463,0.0013065,0.32,NA,0.155770346,37.3263375,NA,0.155770346,37.3263375,-1,2,2,2: low/mid,2,1951,Scomberoides,Carangiformes,"Indian Ocean, Pacific",Both,"nekton, zooplankton",generalist,26,29,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,147,NA,planktonic,20.363636363636363,28,2885045.223853211,6715.0254549090905,3
Scomberoides tol,Carangidae,11720000,habitat_reef,reef-associated,60,NA,279.9398237,0.911024365,4.11,Actinopteri,LC,0.020686774,0.020686774,69.37218463,0.001267812,0.094312574,NA,0.135075076,34.66097523,NA,0.135075076,34.66097523,-1,2,2,2: low/mid,2,1953,Scomberoides,Carangiformes,"Indian Ocean, Pacific",Both,nekton,specialist,26,29,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,147,NA,planktonic,20.363636363636363,28,2885045.223853211,6715.0254549090905,3
Scomberomorus brasiliensis,Scombridae,1760000,habitat_coastal,reef-associated,125,NA,43179.64922,0.494621434,3.31,Actinopteri,LC,0.029410133,0.029410133,69.37218463,0.017712,0.390708752,NA,0.080491399,38.54422868,NA,0.080491399,38.54422868,-2,2,2,2: low/mid,2,119,Scomberomorus,Scombriformes,Atlantic,West,"nekton, zoobenthos",generalist,NA,NA,"Subtropical, tropical",fusiform / normal,NA,54,NA,planktonic,8,27,2885045.223853211,524.3454545454546,10.199998855590799
Scomberomorus cavalla,Scombridae,2745000,hms,pelagic neritic,184,NA,42236.3757,0.422976077,4.42,Actinopteri,LC,0.524649642,0.524649642,220.625,0.021204,24.63249455,NA,0.303850932,21.8074327,12,0.303850932,12,-1,1,4,1: mid/low,1,120,Scomberomorus,Scombriformes,Atlantic,Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,54,NA,planktonic,14,23,2885045.223853211,524.3454545454546,10.199998855590799
Scomberomorus commerson,Scombridae,11710000,hms,pelagic neritic,240,NA,2482310.546,0.543282813,4.5,Actinopteri,NT,7.78,7.78,91382,0.024862159000000002,39.83,NA,0.584558988,37.91439409,NA,0.584558988,37.91439409,-1,2,2,2: low/mid,2,121,Scomberomorus,Scombriformes,"Atlantic, Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,54,NA,planktonic,8,27,2885045.223853211,524.3454545454546,10.199998855590799
Scomberomorus guttatus,Scombridae,6332500,hms,pelagic neritic,76,NA,326872.9664,0.500310594,4.276190106,Actinopteri,DD,0.048,0.048,69.37218463,0.017712,0.631142013,NA,0.07942707,24.87154769,NA,0.07942707,24.87154769,-2,1,4,1: mid/low,1,123,Scomberomorus,Scombriformes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,54,NA,planktonic,8,28,123685,524.3454545454546,10.199998855590799
Scomberomorus lineolatus,Scombridae,3632500,pelagic oceanic,pelagic neritic,94,NA,1908.835101,0.297890582,4.481651192,Actinopteri,LC,0.048,0.048,69.37218463,0.023778395,0.25,NA,0.075916564,35.38826886,NA,0.075916564,35.38826886,-2,2,2,2: low/mid,2,125,Scomberomorus,Scombriformes,"Indian Ocean, Pacific",Both,nekton,specialist,NA,NA,"Subtropical, tropical, Tropical",fusiform / normal,NA,54,NA,planktonic,8,28,2885045.223853211,524.3454545454546,10.199998855590799
Scomberomorus maculatus,Scombridae,832500,hms,pelagic neritic,91,NA,23170.02414,0.552706116,4.53,Actinopteri,LC,0.021204,0.021204,69.37218463,0.002430819,0.3026,NA,0.094621737,20.65464422,9.903333333,0.094621737,9.903333333,-2,1,4,1: mid/low,1,126,Scomberomorus,Scombriformes,Atlantic,West,"nekton, zoobenthos",generalist,19.6000003814697,29.7999992370605,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,54,NA,planktonic,5,24,2885045.223853211,524.3454545454546,10.199998855590799
Scomberomorus niphonius,Scombridae,1432500,hms,pelagic neritic,113.1999969,NA,242238.4158,0.525702802,4.5,Actinopteri,DD,0.029410133,0.029410133,69.37218463,0.007726488,0.233633077,NA,0.090920171,30.21081694,NA,0.090920171,30.21081694,-2,2,2,2: low/mid,2,131,Scomberomorus,Scombriformes,Pacific,West,nekton,specialist,NA,NA,"subtropical, Subtropical, temperate, tropical",elongated,NA,54,NA,planktonic,8,17,2885045.223853211,524.3454545454546,10.199998855590799
Scomberomorus regalis,Scombridae,2657500,pelagic oceanic,reef-associated,183,NA,2229.38955,0.602525476,4.51,Actinopteri,LC,0.75925,0.75925,359.0771463,0.022602017,69.37218463,NA,0.331513392,34.15609016,NA,0.331513392,34.15609016,-1,2,2,2: low/mid,2,134,Scomberomorus,Scombriformes,Atlantic,West,"nekton, zoobenthos",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,54,NA,planktonic,8,24,2885045.223853211,524.3454545454546,10.199998855590799
Scomberomorus sierra,Scombridae,742500,pelagic oceanic,pelagic neritic,99,NA,48802.96067,0.625514345,4.49,Actinopteri,LC,0.029410133,0.029410133,77.88114116,0.004257833,0.282842712,NA,0.096951679,30.99234756,NA,0.096951679,30.99234756,-2,2,2,2: low/mid,2,136,Scomberomorus,Scombriformes,Pacific,East,"nekton, zoobenthos",generalist,NA,NA,"Subtropical, temperate, tropical",fusiform / normal,NA,54,NA,planktonic,8,27,2885045.223853211,524.3454545454546,10.199998855590799
Scomberomorus tritor,Scombridae,567500,pelagic oceanic,pelagic neritic,100,NA,12151.3325,1.01040211,4.42,Actinopteri,LC,0.029410133,0.029410133,220.625,0.003804817,1.687361105,NA,0.091072646,30.99430917,NA,0.091072646,30.99430917,-2,2,2,2: low/mid,2,141,Scomberomorus,Scombriformes,"Atlantic, Mediterranean and Black Sea",East,nekton,specialist,NA,NA,"subtropical, Subtropical, tropical",fusiform / normal,NA,54,NA,planktonic,5,24,2885045.223853211,524.3454545454546,10.199998855590799
Scophthalmus aquosus,Scophthalmidae,307500,habitat_benthic,demersal,45.70000076,NA,2809.547851,0.591988437,3.72,Actinopteri,NA,0.0013065,0.0013065,0.419377278,6.45e-6,0.060991803,NA,0.006934411,43.60554207,NA,0.006934411,43.60554207,-3,2,2,2: low/mid,2,530,Scophthalmus,Pleuronectiformes,Atlantic,West,,specialist,NA,NA,"boreal, subtropical, Subtropical, temperate, Temperate",short and / or deep,NA,9,NA,planktonic,7,11,2885045.223853211,132.27428571428572,NA
Scophthalmus maximus,Scophthalmidae,1410000,habitat_benthic,demersal,100,NA,62251.19121,0.444655202,4.36,Actinopteri,NA,0.021204,0.021204,4.438338373,0.003297,0.046225266,NA,0.055173366,50.81020677,45.01,0.055173366,45.01,-2,2,2,2: low/mid,2,1348,Scophthalmus,Pleuronectiformes,"Atlantic, Mediterranean and Black Sea, Pacific",Both,"nekton, others, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate",short and / or deep,11.625,9,NA,planktonic,25.200000762939453,10,2885045.223853211,130.05,NA
Scophthalmus rhombus,Scophthalmidae,2545000,habitat_benthic,demersal,75,NA,9133.32108,0.83735981,4.42,Actinopteri,NA,0.021204,0.021204,220.625,0.0013065,0.341291664,NA,0.065728451,47.29397291,NA,0.065728451,47.29397291,-2,2,2,2: low/mid,2,529,Scophthalmus,Pleuronectiformes,"Atlantic, Mediterranean and Black Sea",East,"nekton, others, zoobenthos, zooplankton",generalist,NA,NA,"boreal, subtropical, Subtropical, temperate",short and / or deep,18.5,9,NA,planktonic,5.75,12,2885045.223853211,156,NA
Scorpaenichthys marmoratus,Cottidae,410000,habitat_benthic,demersal,99,cabezon,642.5057606,0.3221761,3.659806742,Actinopteri,NA,0.003297,0.003297,0.203294273,0.003297,0.025016,0.003297,0.019239818,48.97187193,NA,0.003297,48.97187193,-3,2,2,2: low/mid,2,4140,Scorpaenichthys,Perciformes/Cottoidei,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, Subtropical, temperate",elongated,NA,292,NA,planktonic,13,12,2885045.223853211,77.45864864864865,13.010000020662943
Sebastes aleutianus,Sebastidae,1802500,habitat_benthic,bathydemersal,97,NA,64222.26283,0.038306076,3.52,Actinopteri,NA,0.025016,0.025016,10.48565514,0.0034,0.218337659,NA,0.056804711,68.85108185,NA,0.056804711,68.85108185,-2,3,8,3: mid/high,3,3949,Sebastes,Perciformes/Scorpaenoidei,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,205,8.1,2885045.223853211,121.53535821428571,9.5
Sebastes alutus,Sebastidae,1702500,habitat_benthic,bathydemersal,53,NA,691016.9391,0.0482791,3.48,Actinopteri,NA,0.04451615,0.04451615,10.48565514,0.020686774,0.469069439,NA,0.047231162,69.60705351,NA,0.047231162,69.60705351,-2,3,8,3: mid/high,3,504,Sebastes,Perciformes/Scorpaenoidei,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,103,6,2885045.223853211,121.53535821428571,9.5
Sebastes carnatus,Sebastidae,112500,territorial,demersal,39,NA,2351.425635,0.085905332,3.659806849,Actinopteri,NA,0.0017922,0.0017922,9.16015174,6.45e-6,0.052106816,NA,0.0059454,47.74623829,NA,0.0059454,47.74623829,-3,2,2,2: low/mid,2,3956,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,30,8.1,2885045.223853211,121.53535821428571,9.5
Sebastes chlorostictus,Sebastidae,172500,habitat_benthic,demersal,50,NA,1780.254259,0.085905332,3.764736842,Actinopteri,NA,0.003297,0.003297,0.445023441,6.45e-6,0.025016,NA,0.00651032,60.96682742,NA,0.00651032,60.96682742,-3,3,8,3: mid/high,3,3958,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,,specialist,NA,NA,"Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,33,8.1,2885045.223853211,121.53535821428571,9.5
Sebastes crameri,Sebastidae,1632500,habitat_benthic,bathydemersal,58,NA,29240.00378,0.05294117,3.764736842,Actinopteri,NA,0.04451615,0.04451615,8.5,0.0034,0.631142013,NA,0.052828499,73.25318145,90,0.052828499,90,-2,3,8,3: mid/high,3,3962,Sebastes,Perciformes/Scorpaenoidei,"Arctic Ocean, Pacific",Both,,specialist,NA,NA,"boreal, polar, Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,105,8.1,2885045.223853211,121.53535821428571,9.5
Sebastes diploproa,Sebastidae,647500,habitat_benthic,bathydemersal,46,NA,29520.86836,0.085905332,3.764736842,Actinopteri,NA,0.060991803,0.060991803,8.5,0.0034,0.631142013,NA,0.052063242,65.85248449,NA,0.052063242,65.85248449,-2,3,8,3: mid/high,3,3964,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,,specialist,NA,NA,"boreal, subtropical, Subtropical, temperate",fusiform / normal,15,133,NA,planktonic,86,8.1,2885045.223853211,165.3731594736842,9.5
Sebastes elongatus,Sebastidae,492500,habitat_benthic,demersal,39,NA,17439.05776,0.092092131,3.764736842,Actinopteri,NA,0.04451615,0.04451615,8.5,0.0034,0.390708752,NA,0.036965837,61.71137006,NA,0.036965837,61.71137006,-2,3,8,3: mid/high,3,3965,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,,specialist,NA,NA,"boreal, Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,54,8.1,2885045.223853211,121.53535821428571,9.5
Sebastes entomelas,Sebastidae,927500,habitat_reef,pelagic neritic,60,NA,127872.2023,0.085905332,3.7,Actinopteri,NA,0.04451615,0.04451615,8.5,0.020686774,0.25,NA,0.064519904,47.98479011,NA,0.064519904,47.98479011,-2,2,2,2: low/mid,2,502,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,60,8,2885045.223853211,121.53535821428571,9.5
Sebastes flavidus,Sebastidae,622500,habitat_reef,reef-associated,66,NA,159936.5521,0.058523207,4.15,Actinopteri,NA,0.145837,0.145837,21.50617122,0.02094379,3.75,NA,0.073310884,50.51229133,NA,0.073310884,50.51229133,-2,2,2,2: low/mid,2,503,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, Subtropical, temperate",fusiform / normal,5,133,NA,planktonic,64,9,2885045.223853211,28.98888888888889,9.5
Sebastes goodei,Sebastidae,185000,habitat_reef,demersal,56,NA,46512.24116,0.093050773,3.510380605,Actinopteri,NA,0.0034,0.0034,4.438338373,6.45e-6,0.08057358,NA,0.00906376,50.96985056,NA,0.00906376,50.96985056,-3,2,2,2: low/mid,2,3971,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,35,17,2885045.223853211,121.53535821428571,9.5
Sebastes jordani,Sebastidae,340000,habitat_benthic,demersal,32,NA,39338.6479,0.096107777,3.267562958,Actinopteri,NA,8.13e-6,8.13e-6,0.419377278,6.45e-6,0.003297,NA,0.001726665,66.99776293,NA,0.001726665,66.99776293,-3,3,8,3: mid/high,3,3974,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,"zoobenthos, zooplankton",generalist,NA,NA,"Subtropical, temperate",elongated,NA,133,NA,planktonic,31,8.1,2885045.223853211,121.53535821428571,9.5
Sebastes melanops,Sebastidae,1035000,habitat_reef,reef-associated,63,black rockfish,27787.10688,0.085048452,4.38,Actinopteri,NA,0.145837,0.145837,7.78,0.020686774,0.25,0.25,0.063584976,45.04911932,NA,0.25,45.04911932,-1,2,2,2: low/mid,2,3979,Sebastes,Perciformes/Scorpaenoidei,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,50,10,2885045.223853211,121.53535821428571,9.5
Sebastes melanostomus,Sebastidae,207500,habitat_deep,bathydemersal,61,NA,7727.497921,0.057457149,3.764736842,Actinopteri,NA,0.003297,0.003297,4.033909035,6.45e-6,0.025016,NA,0.008726081,56.80472276,NA,0.008726081,56.80472276,-3,2,2,2: low/mid,2,3981,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,,specialist,NA,NA,"boreal, Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,90,8.1,2885045.223853211,121.53535821428571,9.5
Sebastes mystinus,Sebastidae,680000,habitat_reef,reef-associated,61,blue rockfish,5301.71384,0.103740039,2.71,Actinopteri,NA,0.027348309,0.027348309,8.5,0.025016,0.25,0.017957634,0.060406823,52.7057187,NA,0.017957634,52.7057187,-2,2,2,2: low/mid,2,3983,Sebastes,Perciformes/Scorpaenoidei,Pacific,Both,"nekton, plants, zoobenthos, zooplankton",generalist,NA,NA,"boreal, Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,44,8.1,2885045.223853211,121.53535821428571,9.5
Sebastes norvegicus,Sebastidae,9940000,habitat_benthic,pelagic oceanic,100,NA,478637.3024,0.057488971,4.05205074,Actinopteri,NA,0.025016,0.025016,86.35258476,0.003297,0.25,NA,0.051442896,68.785105,NA,0.051442896,68.785105,-2,3,8,3: mid/high,3,501,Sebastes,Perciformes/Scorpaenoidei,"Arctic Ocean, Atlantic",Both,"nekton, zoobenthos, zooplankton",generalist,3,7,"boreal, polar, Subtropical, temperate",short and / or deep,NA,133,NA,planktonic,60,5,2885045.223853211,121.53535821428571,4
Sebastes paucispinis,Sebastidae,732500,habitat_reef,reef-associated,91,NA,15963.77887,0.106073465,3.557076306,Actinopteri,NA,0.025016,0.025016,25.91466964,0.017712,0.233633077,NA,0.065219031,45.75724411,NA,0.065219031,45.75724411,-2,2,2,2: low/mid,2,3987,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,50,7,2885045.223853211,121.53535821428571,9.5
Sebastes pinniger,Sebastidae,487500,habitat_reef,demersal,76,NA,51977.33195,0.038909064,3.827911374,Actinopteri,NA,0.040637322,0.040637322,8.5,0.025016,1.687361105,NA,0.07037154,55.25874663,NA,0.07037154,55.25874663,-2,2,2,2: low/mid,2,3989,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,"nekton, zooplankton",generalist,NA,NA,"boreal, Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,84,5,2885045.223853211,121.53535821428571,9.5
Sebastes polyspinis,Sebastidae,1407500,habitat_benthic,demersal,41,NA,345574.1274,0.050194328,3.42,Actinopteri,NA,0.190553387,0.190553387,8.5,0.025016,0.419377278,NA,0.048790984,68.7127051,NA,0.048790984,68.7127051,-2,3,8,3: mid/high,3,3990,Sebastes,Perciformes/Scorpaenoidei,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, Subtropical",fusiform / normal,NA,133,NA,planktonic,57,8.1,89320,121.53535821428571,9.5
Sebastes ruberrimus,Sebastidae,820000,habitat_reef,reef-associated,104,NA,2339.314792,0.035907951,4.43,Actinopteri,NA,0.029410133,0.029410133,359.0771463,0.003804817,0.25,NA,0.065277629,50.04275947,NA,0.065277629,50.04275947,-2,2,2,2: low/mid,2,3996,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,118,8.1,2885045.223853211,121.53535821428571,9.5
Sebastes rufus,Sebastidae,112500,habitat_benthic,demersal,54,NA,14326.25857,0.085905332,3.764736842,Actinopteri,NA,0.003297,0.003297,0.760318212,6.45e-6,0.025016,NA,0.006547703,62.05449696,NA,0.006547703,62.05449696,-3,3,8,3: mid/high,3,3999,Sebastes,Perciformes/Scorpaenoidei,Pacific,East,,specialist,NA,NA,"Subtropical, temperate",fusiform / normal,NA,133,NA,planktonic,85,8.1,2885045.223853211,121.53535821428571,9.5
Sebastes variabilis,Sebastidae,2635000,habitat_benthic,demersal,43.08000183,NA,66182.62796,0.083414729,3.764736842,Actinopteri,NA,0.222006046,0.222006046,39.83,0.021891852,0.77,NA,0.052071698,65.13874844,NA,0.052071698,65.13874844,-2,3,8,3: mid/high,3,63583,Sebastes,Perciformes/Scorpaenoidei,"Arctic Ocean, Pacific",Both,,specialist,NA,NA,"boreal, polar",fusiform / normal,NA,133,NA,planktonic,50,8.1,2885045.223853211,121.53535821428571,9.5
Sebastolobus alascanus,Sebastidae,2282500,habitat_benthic,demersal,80,NA,63731.52319,0.053976428,3.62,Actinopteri,EN,0.060991803,0.060991803,9.919689167,0.0034,0.469069439,NA,0.057269363,70.60405749,NA,0.057269363,70.60405749,-2,3,8,3: mid/high,3,4009,Sebastolobus,Perciformes/Scorpaenoidei,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"boreal, polar, subtropical, Subtropical, temperate",fusiform / normal,5,133,NA,2002-03-26T00:00:00Z,100,5,2885045.223853211,7.859999999999999,9.5
Sebastolobus altivelis,Sebastidae,1000000,habitat_deep,bathydemersal,39,NA,53498.10167,0.094545411,3.62,Actinopteri,NA,0.190553387,0.190553387,4.477796392,0.020686774,0.364,NA,0.047191211,52.83458309,NA,0.047191211,52.83458309,-2,2,2,2: low/mid,2,4010,Sebastolobus,Perciformes/Scorpaenoidei,Pacific,Both,,specialist,NA,NA,"boreal, polar, Subtropical, temperate",fusiform / normal,5.7,133,NA,2002-03-26T00:00:00Z,45,5,2885045.223853211,16.863333333333333,9.5
Selar crumenophthalmus,Carangidae,19110000,pelagic oceanic,reef-associated,70,NA,368036.904,1.355871747,3.81,Actinopteri,LC,8.5,8.5,138546.9177,0.027348309,69.37218463,NA,3.723812753,43.5652326,NA,3.723812753,43.5652326,0,2,6,5: mid/mid,5,387,Selar,Carangiformes,"Atlantic, Indian Ocean, Pacific",Both,"detritus, nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, Temperate, tropical, Tropical",fusiform / normal,NA,147,nocturnal,planktonic,20.363636363636363,27,2885045.223853211,6715.0254549090905,5.222222222222222
Selaroides leptolepis,Carangidae,8477500,habitat_coastal,reef-associated,22,NA,374978.549,1.611950512,3.84,Actinopteri,LC,0.0013065,0.0013065,10.48565514,8.13e-6,0.222006046,NA,0.011879881,39.37285581,NA,0.011879881,39.37285581,-2,2,2,2: low/mid,2,388,Selaroides,Carangiformes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,"subtropical, Subtropical, temperate, tropical, Tropical",fusiform / normal,NA,147,NA,2002-03-26T00:00:00Z,20.363636363636363,28,2885045.223853211,6715.0254549090905,5.222222222222222
