species,family,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,Class,pred_50,pred_05,pred_95,pred_25,pred_75,observed_homerange,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3,spec_code,genus,order,temp_min,body_shape_i,sp_richness,iucn_category,fishbase_name,dev_place,temp_max,longevity_wild,temp_preferred,fecundity_mean,fecundity_max,oxygen_cons,temp_range
Rastrelliger brachysoma,Scombridae,8362500,pelagic,pelagic-neritic,34.5,NA,924370.2657,1.171892667,2.819284225,Actinopteri,0.060991803,0.060991803,69.37218463,0.0013065,0.32,NA,0.036221061,47.88792384,NA,0.036221061,47.88792384,-2,2,2,2: low/mid,2,109,Rastrelliger,Scombriformes,20,fusiform / normal,54,DD,Short mackerel,planktonic,30,2,28,18828,37000,524.3454545454546,10
Reinhardtius hippoglossoides,Pleuronectidae,4170000,habitat_benthic,benthopelagic,110,NA,307787.8215,0.171591636,4.38,Actinopteri,0.029410133,0.029410133,7.78,0.0034,0.178442454,NA,0.055688413,50.55554078,NA,0.055688413,50.55554078,-2,2,2,2: low/mid,2,516,Reinhardtius,Pleuronectiformes,-1,fusiform / normal,62,NT,Greenland halibut,planktonic,4,36,6,28100,145800,137.51355371900826,5
Rexea solandri,Gempylidae,1292500,migratory,benthopelagic,110,NA,17719.10638,0.234913051,4.304207527,Actinopteri,0.040637322,0.040637322,77.88114116,0.004257833,0.083667054,NA,0.071125561,37.75799392,NA,0.071125561,37.75799392,-2,2,2,2: low/mid,2,8490,Rexea,Scombriformes,NA,elongated,26,NA,Silver gemfish,planktonic,NA,16,17,2250000,4000000,NA,5
Rhabdosargus globiceps,Sparidae,235000,habitat_reef,benthopelagic,65,NA,452.4967304,0.441178878,3.04,Actinopteri,0.003297,0.003297,3.75,6.45e-6,0.029410133,NA,0.008768069,31.73320096,NA,0.008768069,31.73320096,-3,2,2,2: low/mid,2,449,Rhabdosargus,Eupercaria/misc,NA,fusiform / normal,162,VU,White stumpnose,planktonic,NA,21,20,681346.8333333334,1304938.0789473683,243.1527895348837,8
Rhabdosargus haffara,Sparidae,992500,habitat_reef,reef-associated,35,NA,9449.676744,0.560764579,3.547737166,Actinopteri,0.218337659,0.218337659,0.419377278,0.020686774,0.364,NA,0.028710007,27.11932258,NA,0.028710007,27.11932258,-2,1,4,1: mid/low,1,8166,Rhabdosargus,Eupercaria/misc,NA,fusiform / normal,162,LC,Haffara seabream,planktonic,NA,21,27,681346.8333333334,1304938.0789473683,243.1527895348837,8
Rhomboplites aurorubens,Lutjanidae,3140000,habitat_reef,demersal,60,NA,22238.14569,0.392796509,4.36,Actinopteri,0.048,0.048,4.438338373,0.017030769,0.419377278,NA,0.067459022,29.37631629,NA,0.067459022,29.37631629,-2,1,4,1: mid/low,1,213,Rhomboplites,Eupercaria/misc,NA,fusiform / normal,113,VU,Vermilion snapper,in close association with substrate,NA,10,27,3974955.583333333,7595729.833333333,244.80714285714285,9.5
Ruvettus pretiosus,Gempylidae,13672500,migratory,benthopelagic,300,NA,59440.96218,0.41595686,4.182798704,Actinopteri,23.22898081,23.22898081,119173.5,0.524649642,24.63249455,NA,11.36110314,48.91868826,NA,11.36110314,48.91868826,1,2,6,5: mid/mid,5,1044,Ruvettus,Scombriformes,NA,elongated,26,LC,Oilfish,planktonic,NA,13.666666666666666,25,NA,2500000,NA,5
Salilota australis,Moridae,1077500,deep,demersal,50,NA,96078.23777,0.246865935,4.41,Actinopteri,0.04451615,0.04451615,4.438338373,0.014020895,0.364,NA,0.051273305,49.95764661,NA,0.051273305,49.95764661,-2,2,2,2: low/mid,2,306,Salilota,Gadiformes,NA,elongated,108,DD,Tadpole codling,in close association with substrate,NA,29.666666666666668,8,NA,30000000,NA,NA
Salmo salar,Salmonidae,3572500,migratory,benthopelagic,150,NA,9019.125512,0.729628165,4.5,Actinopteri,0.524649642,0.524649642,220.625,0.021204,69.37218463,NA,0.264528139,37.07949088,NA,0.264528139,37.07949088,-1,2,2,2: low/mid,2,236,Salmo,Salmoniformes,2,fusiform / normal,226,LC,Atlantic salmon,in closed nest (e.g. burrow or tunnel),9,13,10,9605.7,12177.1,374.33520791666666,7
Salmo trutta,Salmonidae,1677500,migratory,pelagic-neritic,140,sea trout,4797.810026,0.745858627,3.36,Actinopteri,39.83,39.83,220.625,0.025016,69.37218463,69.37218463,0.238610208,41.69909834,NA,69.37218463,41.69909834,1,2,6,5: mid/mid,5,238,Salmo,Salmoniformes,18,fusiform / normal,226,LC,Sea trout,non-planktonic,24,38,9,2712.7777777777774,4543.333333333333,143.35290322580644,6
Salvelinus alpinus,Salmonidae,5825000,migratory,benthopelagic,107,NA,1393.2,0.2,4.39,Actinopteri,0.04451615,0.04451615,69.37218463,0.004257833,0.166702532,NA,0.066306786,36.00370294,NA,0.066306786,36.00370294,-2,2,2,2: low/mid,2,247,Salvelinus,Salmoniformes,4,fusiform / normal,226,LC,Arctic char,in close association with substrate,16,40,0,3632.125,5041.25,196.7225,12
Sarda chiliensis,Scombridae,307500,pelagic,pelagic-neritic,102,NA,271116.5089,0.474168676,4.49,Actinopteri,0.003297,0.003297,8.730366522,6.45e-6,0.034570928,NA,0.013017357,30.82321055,NA,0.013017357,30.82321055,-2,2,2,2: low/mid,2,113,Sarda,Scombriformes,NA,fusiform / normal,54,LC,Eastern Pacific bonito,planktonic,25,5,19,202494,514686,1724,12.25
Sarda orientalis,Scombridae,14075000,pelagic,pelagic-neritic,102,NA,4837.017878,0.340909222,4.21081616,Actinopteri,0.524649642,0.524649642,91382,0.027348309,23.22898081,NA,1.837055411,36.93684428,NA,1.837055411,36.93684428,0,2,6,5: mid/mid,5,114,Sarda,Scombriformes,13.5,fusiform / normal,54,LC,Striped bonito,planktonic,23,5,28,404048,737756,1724,9.5
Sarda sarda,Scombridae,6197500,hms,pelagic-neritic,91.40000153,NA,139718.1571,0.703009387,4.5,Actinopteri,0.04451615,0.04451615,220.625,0.014020895,0.631142013,NA,0.108880646,26.47337724,NA,0.108880646,26.47337724,-1,1,4,1: mid/low,1,115,Sarda,Scombriformes,12,fusiform / normal,54,LC,Atlantic bonito,planktonic,27,5,24,101717,291616,1724,15
Sardina pilchardus,Clupeidae,2405000,pelagic,pelagic-neritic,27.5,NA,909343.1019,0.527727922,3.06,Actinopteri,0.04451615,0.04451615,69.37218463,8.13e-6,0.32,NA,0.008919653,41.56027562,40,0.008919653,40,-3,2,2,2: low/mid,2,1350,Sardina,Clupeiformes,NA,fusiform / normal,15,LC,European pilchard,planktonic,NA,15,16,23480.333333333332,148302.2,NA,17
Sardinella aurita,Clupeidae,5502500,habitat_coastal,pelagic-neritic,41,NA,207074.7025,0.674292593,3.4,Actinopteri,0.3026,0.3026,69.37218463,0.054107361,0.419377278,NA,0.078208434,32.66930475,NA,0.078208434,32.66930475,-2,2,2,2: low/mid,2,1043,Sardinella,Clupeiformes,18,fusiform / normal,15,LC,Round sardinella,planktonic,25,7,24,56136.65,97105.8,NA,7
Sardinella brasiliensis,Clupeidae,2745000,habitat_coastal,pelagic-neritic,27,NA,249674.3961,0.788212212,3.174171555,Actinopteri,0.021204,0.021204,77.88114116,8.13e-6,0.32,NA,0.011574125,37.58276806,NA,0.011574125,37.58276806,-2,2,2,2: low/mid,2,1505,Sardinella,Clupeiformes,NA,fusiform / normal,15,DD,Brazilian sardinella,planktonic,25,5.800000031789144,26,6691,23318,NA,7
Sardinella gibbosa,Clupeidae,11190000,habitat_coastal,pelagic-neritic,29.60000038,NA,582774.7402,1.234370494,2.940693048,Actinopteri,0.0013065,0.0013065,77.88114116,8.13e-6,0.3026,NA,0.019314068,53.18530387,NA,0.019314068,53.18530387,-2,2,2,2: low/mid,2,1508,Sardinella,Clupeiformes,NA,fusiform / normal,15,LC,Goldstripe sardinella,planktonic,25,7,28,45040.75,70688.5,NA,7
Sardinella lemuru,Clupeidae,6505000,habitat_coastal,pelagic-neritic,23,NA,119056.7228,1.196835699,2.595144859,Actinopteri,0.0013065,0.0013065,5.523838677,8.13e-6,0.218337659,NA,0.011194845,44.05211451,NA,0.011194845,44.05211451,-2,2,2,2: low/mid,2,1510,Sardinella,Clupeiformes,NA,fusiform / normal,15,NT,Bali sardinella,planktonic,25,5.800000031789144,28,6691,25560,NA,7
Sardinella longiceps,Clupeidae,567500,migratory,pelagic-neritic,23,NA,1566716.714,1.069202758,2.529770957,Actinopteri,0.020686774,0.020686774,69.37218463,8.13e-6,0.218337659,NA,0.010584254,49.1301344,NA,0.010584254,49.1301344,-2,2,2,2: low/mid,2,1511,Sardinella,Clupeiformes,NA,fusiform / normal,15,LC,Indian oil sardine,planktonic,25,3.4000000953674316,28,52021.75,80043,NA,7
Sardinella maderensis,Clupeidae,1292500,migratory,pelagic,30,NA,752685.4111,0.810888202,3.267562958,Actinopteri,0.021204,0.021204,69.37218463,8.13e-6,0.32,NA,0.010476624,44.64188082,NA,0.010476624,44.64188082,-2,2,2,2: low/mid,2,1047,Sardinella,Clupeiformes,24,fusiform / normal,15,VU,Madeiran sardinella,planktonic,25,5.800000031789144,24,6691,65625.53333333334,NA,7
Sardinella zunasi,Clupeidae,567500,habitat_coastal,pelagic-neritic,18,NA,13365.10594,0.938471573,3.17,Actinopteri,0.020686774,0.020686774,69.37218463,8.13e-6,0.26653693,NA,0.010679212,38.27575612,NA,0.010679212,38.27575612,-2,2,2,2: low/mid,2,1519,Sardinella,Clupeiformes,NA,fusiform / normal,15,LC,Japanese sardinella,planktonic,25,5.800000031789144,22,33800,58800,NA,7
Sardinops sagax,Clupeidae,7210000,migratory,pelagic-neritic,39.5,NA,6612312.475,0.348585234,2.84,Actinopteri,0.218337659,0.218337659,9.919689167,0.04451615,0.419377278,NA,0.049270327,61.89361594,46.4875,0.049270327,46.4875,-2,2,2,2: low/mid,2,1477,Sardinops,Clupeiformes,9,fusiform / normal,15,LC,South American pilchard,planktonic,21,25,23,37500,55000,NA,12
Sargocentron spiniferum,Holocentridae,11040000,habitat_reef,reef-associated,51,NA,134.9547038,1.094233812,3.6,Actinopteri,0.060991803,0.060991803,69.37218463,0.0013065,0.419377278,NA,0.146415457,39.87558044,39.8,0.146415457,39.8,-1,2,2,2: low/mid,2,6507,Sargocentron,Holocentriformes,NA,fusiform / normal,90,LC,Sabre squirrelfish,planktonic,NA,7,27,NA,646000,NA,NA
Sarpa salpa,Sparidae,1802500,habitat_reef,benthopelagic,51,salema,8456.209715,0.511305673,2,Actinopteri,0.025016,0.025016,4.17,0.020686774,0.222006046,0.020686774,0.064783373,35.81546902,31.6,0.020686774,31.6,-2,2,2,2: low/mid,2,204,Sarpa,Eupercaria/misc,NA,fusiform / normal,162,LC,Salema,planktonic,NA,21,25,681346.8333333334,1304938.0789473683,243.1527895348837,8
Saurida tumbil,Synodontidae,11872500,habitat_benthic,reef-associated,60,NA,158872.8115,0.476043014,4.4,Actinopteri,0.027348309,0.027348309,28773,0.0013065,4.17,NA,0.107299302,47.2425911,NA,0.107299302,47.2425911,-1,2,2,2: low/mid,2,6479,Saurida,Aulopiformes,NA,elongated,79,LC,Greater lizardfish,planktonic,NA,7,27,91389,71364,NA,9.9000015258789
Saurida undosquamis,Synodontidae,6290000,habitat_benthic,reef-associated,50,NA,839.292165,0.593538247,4.46,Actinopteri,0.021204,0.021204,10.48565514,0.0013065,0.25,NA,0.051200258,43.15028629,NA,0.051200258,43.15028629,-2,2,2,2: low/mid,2,1055,Saurida,Aulopiformes,NA,elongated,79,LC,Brushtooth lizardfish,planktonic,NA,7,27,84802,38388,NA,9.9000015258789
Scarus ghobban,Scaridae,12940000,habitat_reef,reef-associated,75,NA,350.9246299,0.572840955,2,Actinopteri,0.32,0.32,91382,0.027348309,23.22898081,NA,1.630330627,35.02199364,29.7,1.630330627,29.7,0,1,4,1: mid/low,1,5548,Scarus,Eupercaria/misc,NA,fusiform / normal,100,LC,Blue-barred parrotfish,in close association with substrate,NA,13,27,NA,NA,NA,4
Scarus persicus,Scaridae,662500,habitat_reef,benthopelagic,50,NA,725.8477905,0.619733236,2.003846154,Actinopteri,0.060991803,0.060991803,69.37218463,0.020686774,0.364,NA,0.067039265,35.46347734,NA,0.067039265,35.46347734,-2,2,2,2: low/mid,2,14383,Scarus,Eupercaria/misc,NA,fusiform / normal,100,LC,Gulf parrotfish,in close association with substrate,NA,14.5,26,NA,NA,NA,4
Sciaenops ocellatus,Sciaenidae,987500,habitat_benthic,demersal,155,NA,55.28250163,0.347234648,3.771876532,Actinopteri,0.027348309,0.027348309,69.37218463,0.0034,0.246935384,NA,0.130307414,40.69696041,22,0.130307414,22,-1,1,4,1: mid/low,1,1191,Sciaenops,Eupercaria/misc,15,fusiform / normal,293,LC,Red drum,in close association with substrate,26,50,25,682950.4166666666,3500000,447.7833366666667,11
Scolopsis taeniata,Nemipteridae,1430000,habitat_reef,reef-associated,36,NA,1097.347636,1.10849102,3.48,Actinopteri,0.218337659,0.218337659,69.37218463,0.023031267,0.419377278,NA,0.056105655,35.6079622,NA,0.056105655,35.6079622,-2,2,2,2: low/mid,2,5889,Scolopsis,Eupercaria/misc,NA,fusiform / normal,72,LC,Black-streaked monocle bream,planktonic,NA,7,27,54551,87306.125,417.300005,NA
Scomber australasicus,Scombridae,6165000,hms,pelagic-neritic,44,NA,565948.6281,0.571448731,4.23,Actinopteri,0.060991803,0.060991803,42.10249306,0.014020895,0.419377278,NA,0.065161359,33.18550415,NA,0.065161359,33.18550415,-2,2,2,2: low/mid,2,116,Scomber,Scombriformes,NA,fusiform / normal,54,LC,Blue mackerel,planktonic,27,17.5,24,574410.7692307692,790686.4210526316,524.3454545454546,17
Scomber japonicus,Scombridae,6372500,hms,pelagic-neritic,64,NA,5259513.122,0.39773042,3.38,Actinopteri,0.3026,0.3026,39.83,0.046225266,3.75,NA,0.074173441,28.76951553,19.06,0.074173441,19.06,-2,1,4,1: mid/low,1,117,Scomber,Scombriformes,10,fusiform / normal,54,LC,Chub mackerel,planktonic,27,18,25,540129.375,873841.25,524.3454545454546,17
Scomber scombrus,Scombridae,2945000,hms,pelagic-neritic,60,NA,3765502.187,0.271095154,3.63,Actinopteri,0.218337659,0.218337659,39.83,0.029410133,4.17,NA,0.065523111,42.83560586,45.14666667,0.065523111,45.14666667,-2,2,2,2: low/mid,2,118,Scomber,Scombriformes,NA,fusiform / normal,54,LC,Atlantic mackerel,planktonic,27,17,10,490260.21753246756,788084.0714285715,524.3454545454546,17
Scomberesox saurus,Scomberesocidae,23045000,pelagic,pelagic-oceanic,50,NA,15045.82704,0.634268623,3.91,Actinopteri,0.77,0.77,91382,0.027348309,23.22898081,NA,3.18030781,27.85268875,NA,3.18030781,27.85268875,0,1,4,1: mid/low,1,1084,Scomberesox,Beloniformes,NA,elongated,5,LC,Atlantic saury,planktonic,NA,4,21,NA,NA,NA,NA
Scomberoides commersonnianus,Carangidae,10520000,habitat_reef,reef-associated,120,NA,22678.46262,0.911024365,4.350903229,Actinopteri,0.021204,0.021204,220.625,0.0013065,0.3026,NA,0.106569105,34.95393043,NA,0.106569105,34.95393043,-1,2,2,2: low/mid,2,1950,Scomberoides,Carangiformes,NA,fusiform / normal,148,LC,Talang queenfish,planktonic,29,16.11764705882353,27,1327827,2859935,6715.0254549090905,3
Scomberoides lysan,Carangidae,11030000,habitat_reef,reef-associated,110,NA,9.175311382,0.860570249,4.052050704,Actinopteri,0.022602017,0.022602017,69.37218463,0.0013065,0.32,NA,0.155770346,37.3263375,NA,0.155770346,37.3263375,-1,2,2,2: low/mid,2,1951,Scomberoides,Carangiformes,26,fusiform / normal,148,LC,Doublespotted queenfish,planktonic,29,16.11764705882353,28,1327827,2859935,6715.0254549090905,3
Scomberoides tol,Carangidae,11720000,habitat_reef,reef-associated,60,NA,279.9398237,0.911024365,4.11,Actinopteri,0.020686774,0.020686774,69.37218463,0.001267812,0.094312574,NA,0.135075076,34.66097523,NA,0.135075076,34.66097523,-1,2,2,2: low/mid,2,1953,Scomberoides,Carangiformes,26,fusiform / normal,148,LC,Needlescaled queenfish,planktonic,29,16.11764705882353,28,1327827,2859935,6715.0254549090905,3
Scomberomorus brasiliensis,Scombridae,1760000,habitat_coastal,reef-associated,125,NA,43179.64922,0.494621434,3.31,Actinopteri,0.029410133,0.029410133,69.37218463,0.017712,0.390708752,NA,0.080491399,38.54422868,NA,0.080491399,38.54422868,-2,2,2,2: low/mid,2,119,Scomberomorus,Scombriformes,NA,fusiform / normal,54,LC,Serra Spanish mackerel,planktonic,29.7999992370605,14.5,27,212635,390786,524.3454545454546,10.199998855590799
Scomberomorus cavalla,Scombridae,2745000,hms,pelagic-neritic,184,NA,42236.3757,0.422976077,4.42,Actinopteri,0.524649642,0.524649642,220.625,0.021204,24.63249455,NA,0.303850932,21.8074327,12,0.303850932,12,-1,1,4,1: mid/low,1,120,Scomberomorus,Scombriformes,NA,fusiform / normal,54,LC,King mackerel,planktonic,29.7999992370605,26,23,2923275.0833333335,5500590.166666667,524.3454545454546,10.199998855590799
Scomberomorus commerson,Scombridae,11710000,hms,pelagic-neritic,240,NA,2482310.546,0.543282813,4.5,Actinopteri,7.78,7.78,91382,0.024862159000000002,39.83,NA,0.584558988,37.91439409,NA,0.584558988,37.91439409,-1,2,2,2: low/mid,2,121,Scomberomorus,Scombriformes,NA,fusiform / normal,54,NT,Narrow-barred Spanish mackerel,planktonic,29.7999992370605,22,27,771666.6666666666,1133333.3333333333,524.3454545454546,10.199998855590799
Scomberomorus guttatus,Scombridae,6332500,hms,pelagic-neritic,76,NA,326872.9664,0.500310594,4.276190106,Actinopteri,0.048,0.048,69.37218463,0.017712,0.631142013,NA,0.07942707,24.87154769,NA,0.07942707,24.87154769,-2,1,4,1: mid/low,1,123,Scomberomorus,Scombriformes,NA,fusiform / normal,54,DD,Indo-Pacific king mackerel,planktonic,29.7999992370605,14.5,28,123685,1100000,524.3454545454546,10.199998855590799
Scomberomorus lineolatus,Scombridae,3632500,pelagic,pelagic-neritic,94,NA,1908.835101,0.297890582,4.481651192,Actinopteri,0.048,0.048,69.37218463,0.023778395,0.25,NA,0.075916564,35.38826886,NA,0.075916564,35.38826886,-2,2,2,2: low/mid,2,125,Scomberomorus,Scombriformes,NA,fusiform / normal,54,LC,Streaked seerfish,planktonic,29.7999992370605,14.5,28,1351000,2143000,524.3454545454546,10.199998855590799
Scomberomorus maculatus,Scombridae,832500,hms,pelagic-neritic,91,NA,23170.02414,0.552706116,4.53,Actinopteri,0.021204,0.021204,69.37218463,0.002430819,0.3026,NA,0.094621737,20.65464422,9.903333333,0.094621737,9.903333333,-2,1,4,1: mid/low,1,126,Scomberomorus,Scombriformes,19.6000003814697,fusiform / normal,54,LC,Atlantic Spanish mackerel,planktonic,29.7999992370605,5,24,846500,1516500,524.3454545454546,10.199998855590799
Scomberomorus niphonius,Scombridae,1432500,hms,pelagic-neritic,113.1999969,NA,242238.4158,0.525702802,4.5,Actinopteri,0.029410133,0.029410133,69.37218463,0.007726488,0.233633077,NA,0.090920171,30.21081694,NA,0.090920171,30.21081694,-2,2,2,2: low/mid,2,131,Scomberomorus,Scombriformes,NA,elongated,54,DD,Japanese Spanish mackerel,planktonic,29.7999992370605,14.5,17,710000,870000,524.3454545454546,10.199998855590799
Scomberomorus regalis,Scombridae,2657500,pelagic,reef-associated,183,NA,2229.38955,0.602525476,4.51,Actinopteri,0.75925,0.75925,359.0771463,0.022602017,69.37218463,NA,0.331513392,34.15609016,NA,0.331513392,34.15609016,-1,2,2,2: low/mid,2,134,Scomberomorus,Scombriformes,NA,fusiform / normal,54,LC,Cero,planktonic,29.7999992370605,14.5,24,1196250,2232000,524.3454545454546,10.199998855590799
Scomberomorus sierra,Scombridae,742500,pelagic,pelagic-neritic,99,NA,48802.96067,0.625514345,4.49,Actinopteri,0.029410133,0.029410133,77.88114116,0.004257833,0.282842712,NA,0.096951679,30.99234756,NA,0.096951679,30.99234756,-2,2,2,2: low/mid,2,136,Scomberomorus,Scombriformes,NA,fusiform / normal,54,LC,Pacific sierra,planktonic,29.7999992370605,14.5,27,123685,2621866.35,524.3454545454546,10.199998855590799
Scomberomorus tritor,Scombridae,567500,pelagic,pelagic-neritic,100,NA,12151.3325,1.01040211,4.42,Actinopteri,0.029410133,0.029410133,220.625,0.003804817,1.687361105,NA,0.091072646,30.99430917,NA,0.091072646,30.99430917,-2,2,2,2: low/mid,2,141,Scomberomorus,Scombriformes,NA,fusiform / normal,54,LC,West African Spanish mackerel,planktonic,29.7999992370605,5,24,1000000,1000000,524.3454545454546,10.199998855590799
Scophthalmus aquosus,Scophthalmidae,307500,habitat_benthic,demersal,45.70000076,NA,2809.547851,0.591988437,3.72,Actinopteri,0.0013065,0.0013065,0.419377278,6.45e-6,0.060991803,NA,0.006934411,43.60554207,NA,0.006934411,43.60554207,-3,2,2,2: low/mid,2,530,Scophthalmus,Pleuronectiformes,NA,short and / or deep,9,LC,Windowpane flounder,planktonic,NA,7,11,79800,15000000,124.47948717948718,NA
Scophthalmus maximus,Scophthalmidae,1410000,habitat_benthic,demersal,100,NA,62251.19121,0.444655202,4.36,Actinopteri,0.021204,0.021204,4.438338373,0.003297,0.046225266,NA,0.055173366,50.81020677,45.01,0.055173366,45.01,-2,2,2,2: low/mid,2,1348,Scophthalmus,Pleuronectiformes,NA,short and / or deep,9,LC,Turbot,planktonic,NA,25.200000762939453,10,10000000,15000000,121.85277777777777,NA
Scophthalmus rhombus,Scophthalmidae,2545000,habitat_benthic,demersal,75,NA,9133.32108,0.83735981,4.42,Actinopteri,0.021204,0.021204,220.625,0.0013065,0.341291664,NA,0.065728451,47.29397291,NA,0.065728451,47.29397291,-2,2,2,2: low/mid,2,529,Scophthalmus,Pleuronectiformes,NA,short and / or deep,9,LC,Brill,planktonic,NA,5.75,12,79800,15000000,156,NA
Scorpaenichthys marmoratus,Cottidae,410000,habitat_benthic,demersal,99,cabezon,642.5057606,0.3221761,3.659806742,Actinopteri,0.003297,0.003297,0.203294273,0.003297,0.025016,0.003297,0.019239818,48.97187193,NA,0.003297,48.97187193,-3,2,2,2: low/mid,2,4140,Scorpaenichthys,Perciformes/Cottoidei,NA,elongated,289,NA,Cabezon,planktonic,NA,13,12,71500,94000,77.45864864864865,13.010000020662943
Sebastes aleutianus,Sebastidae,1802500,habitat_benthic,bathydemersal,97,NA,64222.26283,0.038306076,3.52,Actinopteri,0.025016,0.025016,10.48565514,0.0034,0.218337659,NA,0.056804711,68.85108185,NA,0.056804711,68.85108185,-2,3,8,3: mid/high,3,3949,Sebastes,Perciformes/Scorpaenoidei,NA,fusiform / normal,133,NA,Rougheye rockfish,planktonic,12,205,8.1,940550,1775000,119.95310448275862,9.5
Sebastes alutus,Sebastidae,1702500,habitat_benthic,bathydemersal,53,NA,691016.9391,0.0482791,3.48,Actinopteri,0.04451615,0.04451615,10.48565514,0.020686774,0.469069439,NA,0.047231162,69.60705351,NA,0.047231162,69.60705351,-2,3,8,3: mid/high,3,504,Sebastes,Perciformes/Scorpaenoidei,NA,fusiform / normal,133,NA,Pacific ocean perch,planktonic,12,103,6,150750,266000,119.95310448275862,9.5
Sebastes carnatus,Sebastidae,112500,territorial,demersal,39,NA,2351.425635,0.085905332,3.659806849,Actinopteri,0.0017922,0.0017922,9.16015174,6.45e-6,0.052106816,NA,0.0059454,47.74623829,NA,0.0059454,47.74623829,-3,2,2,2: low/mid,2,3956,Sebastes,Perciformes/Scorpaenoidei,NA,fusiform / normal,133,NA,Gopher rockfish,planktonic,12,30,8.1,32540.4,425000,119.95310448275862,9.5
Sebastes chlorostictus,Sebastidae,172500,habitat_benthic,demersal,50,NA,1780.254259,0.085905332,3.764736842,Actinopteri,0.003297,0.003297,0.445023441,6.45e-6,0.025016,NA,0.00651032,60.96682742,NA,0.00651032,60.96682742,-3,3,8,3: mid/high,3,3958,Sebastes,Perciformes/Scorpaenoidei,NA,fusiform / normal,133,NA,Greenspotted rockfish,planktonic,12,33,8.1,550750,1077500,119.95310448275862,9.5
Sebastes crameri,Sebastidae,1632500,habitat_benthic,bathydemersal,58,NA,29240.00378,0.05294117,3.764736842,Actinopteri,0.04451615,0.04451615,8.5,0.0034,0.631142013,NA,0.052828499,73.25318145,90,0.052828499,90,-2,3,8,3: mid/high,3,3962,Sebastes,Perciformes/Scorpaenoidei,NA,fusiform / normal,133,NA,Darkblotched rockfish,planktonic,12,105,8.1,284673.5,549532,119.95310448275862,9.5
Sebastes diploproa,Sebastidae,647500,habitat_benthic,bathydemersal,46,NA,29520.86836,0.085905332,3.764736842,Actinopteri,0.060991803,0.060991803,8.5,0.0034,0.631142013,NA,0.052063242,65.85248449,NA,0.052063242,65.85248449,-2,3,8,3: mid/high,3,3964,Sebastes,Perciformes/Scorpaenoidei,NA,fusiform / normal,133,NA,Splitnose rockfish,planktonic,12,86,8.1,134500,255000,165.3731594736842,9.5
Sebastes elongatus,Sebastidae,492500,habitat_benthic,demersal,39,NA,17439.05776,0.092092131,3.764736842,Actinopteri,0.04451615,0.04451615,8.5,0.0034,0.390708752,NA,0.036965837,61.71137006,NA,0.036965837,61.71137006,-2,3,8,3: mid/high,3,3965,Sebastes,Perciformes/Scorpaenoidei,NA,fusiform / normal,133,NA,Greenstriped rockfish,planktonic,12,54,8.1,185000,344000,119.95310448275862,9.5
Sebastes entomelas,Sebastidae,927500,habitat_reef,pelagic-neritic,60,NA,127872.2023,0.085905332,3.7,Actinopteri,0.04451615,0.04451615,8.5,0.020686774,0.25,NA,0.064519904,47.98479011,NA,0.064519904,47.98479011,-2,2,2,2: low/mid,2,502,Sebastes,Perciformes/Scorpaenoidei,NA,fusiform / normal,133,NA,Widow rockfish,planktonic,12,60,8,335725,671316,119.95310448275862,9.5
Sebastes flavidus,Sebastidae,622500,habitat_reef,reef-associated,66,NA,159936.5521,0.058523207,4.15,Actinopteri,0.145837,0.145837,21.50617122,0.02094379,3.75,NA,0.073310884,50.51229133,NA,0.073310884,50.51229133,-2,2,2,2: low/mid,2,503,Sebastes,Perciformes/Scorpaenoidei,NA,fusiform / normal,133,NA,Yellowtail rockfish,planktonic,12,64,9,847250,1569500,28.98888888888889,9.5
Sebastes goodei,Sebastidae,185000,habitat_reef,demersal,56,NA,46512.24116,0.093050773,3.510380605,Actinopteri,0.0034,0.0034,4.438338373,6.45e-6,0.08057358,NA,0.00906376,50.96985056,NA,0.00906376,50.96985056,-3,2,2,2: low/mid,2,3971,Sebastes,Perciformes/Scorpaenoidei,NA,fusiform / normal,133,NA,Chilipepper rockfish,planktonic,12,35,17,356250,666000,119.95310448275862,9.5
Sebastes jordani,Sebastidae,340000,habitat_benthic,demersal,32,NA,39338.6479,0.096107777,3.267562958,Actinopteri,8.13e-6,8.13e-6,0.419377278,6.45e-6,0.003297,NA,0.001726665,66.99776293,NA,0.001726665,66.99776293,-3,3,8,3: mid/high,3,3974,Sebastes,Perciformes/Scorpaenoidei,NA,elongated,133,NA,Shortbelly rockfish,planktonic,12,31,8.1,34750,62500,119.95310448275862,9.5
Sebastes melanops,Sebastidae,1035000,habitat_reef,reef-associated,63,black rockfish,27787.10688,0.085048452,4.38,Actinopteri,0.145837,0.145837,7.78,0.020686774,0.25,0.25,0.063584976,45.04911932,NA,0.25,45.04911932,-1,2,2,2: low/mid,2,3979,Sebastes,Perciformes/Scorpaenoidei,NA,fusiform / normal,133,NA,Black rockfish,planktonic,12,50,10,805699.75,1167728.5,119.95310448275862,9.5
